step,desired_x,desired_y,actual_x,actual_y,theta1_rad,theta2_rad,error
49,0.6564653012191015,0.7024989298042077,0.6564653012191015,0.7024989298042077,-0.020082809826413195,2.0344486938181365,0.0
50,0.6468911086754464,0.6900000000000001,0.6468911086754465,0.6900000000000002,-0.028050879081336855,2.055442076056185,1.5700924586837752e-16
51,0.6381477165340712,0.6771173399270731,0.6381477165340712,0.6771173399270731,-0.03671882489723122,2.075930373129906,0.0
52,0.6302590898250897,0.6638862600612241,0.6302590898250896,0.6638862600612239,-0.04611362455045975,2.095859675560641,2.482534153247273e-16
53,0.6232468507259794,0.6503430258726841,0.6232468507259793,0.6503430258726841,-0.05626061359846479,2.1151739980428834,1.1102230246251565e-16
54,0.6171302192966963,0.6365247584249853,0.6171302192966965,0.6365247584249852,-0.06718270249398761,2.1338152572722318,2.482534153247273e-16
55,0.6119259607988261,0.6224693326287059,0.6119259607988261,0.622469332628706,-0.07889947540946463,2.1517233156488054,1.1102230246251565e-16
56,0.607648339743168,0.6082152734289726,0.607648339743168,0.6082152734289725,-0.09142616939434434,2.168836103758717,1.1102230246251565e-16
57,0.6043090807917018,0.5938016502112647,0.6043090807917018,0.5938016502112649,-0.10477253830205369,2.1850898347777465,1.1102230246251565e-16
58,0.6019173366211044,0.579267969714943,0.6019173366211041,0.579267969714943,-0.11894161447132356,2.200419323391527,2.220446049250313e-16
59,0.6004796628358992,0.5646540677480243,0.600479662835899,0.5646540677480242,-0.13392839203436357,2.21475842021339,1.5700924586837752e-16
60,0.6,0.5500000000000002,0.6,0.5499999999999999,-0.14971846878827844,2.228040569739946,2.220446049250313e-16
61,0.6004796628358992,0.5353459322519758,0.600479662835899,0.5353459322519757,-0.16628669825121345,2.2401994954031292,1.5700924586837752e-16
62,0.6019173366211044,0.5207320302850572,0.6019173366211044,0.5207320302850571,-0.18359591877462567,2.251170009155395,1.1102230246251565e-16
63,0.6043090807917018,0.5061983497887355,0.6043090807917018,0.5061983497887355,-0.20159584077637904,2.2608889353416273,0.0
64,0.607648339743168,0.4917847265710275,0.607648339743168,0.4917847265710275,-0.22022218413939143,2.2692961296919516,0.0
65,0.6119259607988261,0.47753066737129435,0.6119259607988259,0.47753066737129424,-0.2393961630649215,2.27633556472782,2.482534153247273e-16
66,0.6171302192966962,0.4634752415750148,0.6171302192966963,0.4634752415750148,-0.2590244126289599,2.28195644361291,1.1102230246251565e-16
67,0.6232468507259794,0.44965697412731603,0.6232468507259794,0.449656974127316,-0.2789994378876053,2.286114296631071,5.551115123125783e-17
68,0.6302590898250897,0.436113739938776,0.6302590898250899,0.43611373993877606,-0.29920064159977566,2.288772009257905,2.2887833992611187e-16
69,0.6381477165340712,0.42288266007292696,0.6381477165340712,0.42288266007292685,-0.31949595108661455,2.2899007293241844,1.1102230246251565e-16
70,0.6468911086754464,0.41000000000000014,0.6468911086754464,0.41000000000000025,-0.33974402098415946,2.289480603820973,1.1102230246251565e-16
71,0.6564653012191015,0.39750107019579245,0.6564653012191017,0.39750107019579256,-0.35979694113426663,2.287501303688754,2.482534153247273e-16
72,0.6668440519687684,0.38542012935810754,0.6668440519687684,0.3854201293581075,-0.3795033334441519,2.2839623070052584,5.551115123125783e-17
73,0.6779989134900601,0.3737902905060456,0.6779989134900601,0.3737902905060457,-0.39871168448722405,2.2788729262005436,5.551115123125783e-17
74,0.6898993110829119,0.3626434302195197,0.689899311082912,0.3626434302195196,-0.41727373738011053,2.2722520816196985,1.5700924586837752e-16
75,0.7025126265847083,0.3520101012677668,0.7025126265847084,0.35201010126776683,-0.4350477605716655,2.264127840013354,1.2412670766236366e-16
76,0.7158042877743995,0.3419194488663297,0.7158042877743994,0.34191944886632963,-0.45190152343333,2.2545367505444887,1.2412670766236366e-16
77,0.7297378631325567,0.3323991307920483,0.7297378631325566,0.33239913079204836,-0.4677148369039859,2.243523021240553,1.2412670766236366e-16
78,0.7442751616976343,0.3234752415750147,0.7442751616976342,0.3234752415750146,-0.48238155751071793,2.23113758469197,1.5700924586837752e-16
79,0.7593763377447406,0.3151722409752813,0.7593763377447404,0.31517224097528124,-0.4958109990695199,2.2174371030853615,1.2412670766236366e-16
80,0.7749999999999998,0.3075128869403573,0.7749999999999999,0.3075128869403573,-0.5079287422678558,2.2024829598579747,1.1102230246251565e-16
81,0.7911033250911585,0.30051817322725705,0.7911033250911584,0.300518173227257,-0.5186768729959021,2.1863402792989284,1.2412670766236366e-16
82,0.8076421749234697,0.2942072718600719,0.8076421749234695,0.2942072718600718,-0.5280137121417132,2.1690770074452668,2.482534153247273e-16
83,0.824571217659145,0.2885974805807835,0.8245712176591452,0.2885974805807835,-0.5359131208504521,2.150763078768349,2.220446049250313e-16
84,0.8418440519687683,0.28370417543735704,0.8418440519687682,0.2837041754373568,-0.5423634759288314,2.131469684400101,2.482534153247273e-16
85,0.8594133342141177,0.2795407686390609,0.8594133342141178,0.27954076863906097,-0.5473664114157754,2.111268649737486,1.2412670766236366e-16
86,0.877230908213784,0.2761186717945345,0.8772309082137839,0.2761186717945344,-0.5509354163853932,2.0902319226372184,1.2412670766236366e-16
87,0.8952479372359191,0.2734472646333615,0.8952479372359192,0.27344726463336166,-0.5530943681295992,2.068431168266438,2.0014830212433605e-16
88,0.9134150378563209,0.2715338692968835,0.913415037856321,0.2715338692968834,-0.5538760662086716,2.0459374630034746,1.5700924586837752e-16
89,0.9316824153149698,0.2703837302687193,0.9316824153149696,0.2703837302687192,-0.5533208183253622,2.0228210774430497,1.5700924586837752e-16
90,0.9499999999999998,0.27,0.9499999999999997,0.27,-0.5514751149676409,1.9991513373329255,1.1102230246251565e-16
91,0.9683175846850304,0.27038373026871937,0.9683175846850305,0.2703837302687193,-0.5483904171929059,1.9749965509062446,1.2412670766236366e-16
92,0.9865849621436785,0.27153386929688345,0.9865849621436784,0.2715338692968835,-0.5441220712880537,1.9504239913346013,1.2412670766236366e-16
93,1.0047520627640807,0.27344726463336144,1.0047520627640807,0.27344726463336155,-0.5387283555013278,1.9254999236973362,1.1102230246251565e-16
94,1.0227690917862158,0.2761186717945345,1.0227690917862158,0.2761186717945344,-0.5322696575383032,1.9002896667666653,5.551115123125783e-17
95,1.0405866657858824,0.2795407686390609,1.0405866657858824,0.27954076863906085,-0.524807776837815,1.8748576809094621,5.551115123125783e-17
96,1.0581559480312315,0.283704175437357,1.0581559480312315,0.28370417543735693,-0.5164053425140736,1.849267674405655,5.551115123125783e-17
97,1.0754287823408548,0.28859748058078344,1.0754287823408548,0.28859748058078344,-0.5071253359678853,1.8235827214126834,0.0
98,1.0923578250765298,0.29420727186007173,1.0923578250765298,0.29420727186007184,-0.49703070624495416,1.7978653856237197,1.1102230246251565e-16
99,1.1088966749088414,0.300518173227257,1.1088966749088411,0.3005181732272569,-0.4861840659969937,1.7721778443525935,2.482534153247273e-16
100,1.125,0.3075128869403572,1.125,0.3075128869403572,-0.47464745616717946,1.7465820083237467,0.0
101,1.1406236622552592,0.31517224097528124,1.1406236622552592,0.3151722409752813,-0.46248216810334863,1.721139632855039,5.551115123125783e-17
102,1.1557248383023655,0.3234752415750147,1.1557248383023655,0.32347524157501456,-0.44974861256857274,1.6959124164066661,1.6653345369377348e-16
103,1.1702621368674428,0.3323991307920481,1.1702621368674428,0.33239913079204797,-0.43650622597306543,1.6709620826485958,1.1102230246251565e-16
104,1.1841957122256004,0.3419194488663297,1.1841957122256006,0.3419194488663295,-0.4228134050275211,1.646350442294149,2.7755575615628914e-16
105,1.1974873734152915,0.35201010126776666,1.1974873734152913,0.3520101012677668,-0.40872746187411396,1.6221394309852029,2.482534153247273e-16
106,1.210100688917088,0.3626434302195197,1.210100688917088,0.36264343021951967,-0.39430459256518796,1.5983911195252212,5.551115123125783e-17
107,1.2220010865099398,0.3737902905060454,1.2220010865099395,0.3737902905060455,-0.3795998525240619,1.5751676927742975,2.482534153247273e-16
108,1.2331559480312315,0.3854201293581075,1.2331559480312315,0.3854201293581076,-0.36466713334181433,1.5525313935833343,1.1102230246251565e-16
109,1.2435346987808982,0.3975010701957923,1.2435346987808982,0.3975010701957923,-0.34955913595153826,1.5305444282939051,0.0
110,1.2531088913245534,0.41000000000000014,1.2531088913245534,0.41000000000000025,-0.33432733589632574,1.5092688306097817,1.1102230246251565e-16
111,1.2618522834659287,0.42288266007292685,1.2618522834659285,0.42288266007292685,-0.31902193709170856,1.4887662811001756,2.220446049250313e-16
112,1.2697409101749102,0.436113739938776,1.2697409101749102,0.436113739938776,-0.303691811200912,1.4690978802658505,0.0
113,1.2767531492740205,0.4496569741273158,1.2767531492740205,0.449656974127316,-0.288384420514174,1.4503238740243343,1.6653345369377348e-16
114,1.2828697807033036,0.4634752415750147,1.2828697807033036,0.4634752415750147,-0.2731457230690668,1.4325033316756162,0.0
115,1.2880740392011738,0.47753066737129424,1.2880740392011738,0.47753066737129424,-0.25802005967764274,1.4156937779048353,0.0
116,1.292351660256832,0.4917847265710275,1.292351660256832,0.49178472657102745,-0.2430500235381048,1.3999507821506538,5.551115123125783e-17
117,1.2956909192082982,0.5061983497887353,1.295690919208298,0.5061983497887353,-0.22827631419028005,1.3853275106758283,2.220446049250313e-16
118,1.2980826633788956,0.5207320302850571,1.2980826633788953,0.5207320302850572,-0.21373757869676774,1.3718742488452753,2.482534153247273e-16
119,1.2995203371641009,0.5353459322519756,1.2995203371641009,0.5353459322519756,-0.19947024405034058,1.3596379033368815,0.0
120,1.2999999999999998,0.5499999999999997,1.2999999999999998,0.5499999999999998,-0.18550834586278314,1.348661496138425,1.1102230246251565e-16
